id,Source,Page_URL,Followers,Date,Time,Time Zone,Interactions,Post Type,Post_Message,Post_Link
"1813","Secured Borders","Facebook.Com/Secured.Borders","0","2017-04-27","17:59:18","GMT-0400","2140","Facebook","Another judge had gone rogue and blocked Trump?s sanctuary city exec order. Wait?what?? This is just...unbelievable! Our judicial system if a damn joke! A few liberal yahoo judges literally usurped the WILL of the American people! Why do we even bother voting, when these rogue liberal ?activist? judges just do what they want, and push their agenda? What the hell? This is an outrageous injustice, and these traitorous judges must be stopped!","https://www.facebook.com/Secured.Borders/posts/1076063992494860"
"1814","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-11","10:05:00","GMT-0400","2138","Facebook","So many blame Trump in all possible sins, bullying, grilling him on every word he said in his life. Yet Hillary Clinton, who is responsible for deaths of Americans in Benghazi, for her warmongering policy as the Secretary of State, who?s shoving under the carpet truth about suspicious deaths of people who dared to oppose Clintons, who is lying and lying and lying constantly even under oath ? it all goes unnoticed by Hillary?s supporters. How can it be that things Trump said jokingly some long time ago are more important than endless list of crimes against the state committed by Killary and her hubby?","https://www.facebook.com/Secured.Borders/posts/896062000495061"
"1815","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-28","19:05:01","GMT-0500","2133","Facebook","Weeks after Donald Trump?s triumph, the anti-Trump protests continue. What exactly do they want? You?d think that would be a Hillary Clinton presidency, but their true intentions aren?t as clear. Some are just doing it for the money, as the Soros funded group ?Washington CAN!? is paying protestors $15 an hour to go out and protest. Others are simply out to create chaos, as evidenced by the fact that over half of the protestors arrested in Portland didn?t even bother to get out and vote. Good Lord what a bunch of morons! I'm REALLY glad we voted AGAINST these ""liberal folks"""" and their puppetmasters!""","https://www.facebook.com/Secured.Borders/posts/936715666429694"
"1816","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-15","14:05:01","GMT-0400","2120","Facebook","I'm not a fan of Krauthammer's but he's certainly has a point here. No matter what Dems saying, a physical barrier, fence or wall, is an effective measure against trespassers. Our border has no fence at all in many places, or it has been breached - and it really makes criminal alien's 'job' easier.","https://www.facebook.com/Secured.Borders/posts/899799686787959"
"1817","Secured Borders","Facebook.Com/Secured.Borders","0","2017-03-30","12:05:08","GMT-0400","2118","Facebook","Sharia law is a rigid code of laws based on and guided by the Islamic faith. It remains unchanged for many centuries. Basically it calls all of humanity to march backwards 1,400 years. Sharia rejects science, all western culture, history, human's rights; it denounces all religions except Islam. It generally views women as property, allowing a Muslim man to ?own? multiple wives. it's barbaric and backward. I cannot fathom why libtarded feminists think hijab and Sharia in general are signs of women's emancipation. Classical liberal 'logic'. But there's more. It's disturbing how fast the barbaric cult is spreading across the U.S. Moreover it's funded by our taxpayers' money! For instance, Muslim men in Michigan are allowed to claim up to 4 wives while on welfare. They are refugees you see, and that means they don't have to worry about learning English, or being employed. What the hell? American taxpayers money is spent on this??? Especially considering polygamy is illegal in the U.S.! We should not tolerate it! Period.","https://www.facebook.com/Secured.Borders/posts/1045288965572363"
"1818","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-02","19:55:05","GMT-0400","2114","Facebook","Our Government couldn?t care less about the well-being and safety of Americans, and at the same time it cares deeply for an illegal alien scum. Shame on them. But we can make a difference, and we will! And if our Govt unwilling to change things, then we?ll change them ourselves! We are people, not the sheeple!","https://www.facebook.com/Secured.Borders/posts/890239167744011"
"1819","Secured Borders","Facebook.Com/Secured.Borders","0","2016-12-17","16:16:20","GMT-0500","2107","Facebook","Mexican illegal immigrant Francisco Valdivia married young American woman Cecilia Bravo for Green Card. The woman then disappeared. As it turns out, Valdivia was a bigamist. He and his ?first? wife Rosalina Lopez, killed his ?second? wife. Lopez is also a Mexican illegal and an accomplice to a murder. Valdivia, resident of California, married the victim so he could get legal permission to remain in the US. Valdivia and Lopez, who married in Mexico in 2007, were arrested last week. The body of the victim has yet to be found, and motive is unclear but is said to be connected to the relationship between the two suspects, who arrived in the US illegally, and their victim. Authorities have evidence Valdivia and Lopez threatened Bravo and there's 'significant digital forensic evidence' implicating the criminal immigrant couple. Valdivia had just finished a 90-day drug-related sentence when he was arrested. Police discovered a number of sites where he was growing marijuana while investigating his American wife?s disappearance. Gracias, Nancy Pelosi. NOT! Mexico is definitely not sending their best and brightest?and leftists dared to vilify Trump for saying it? Here is another example proving he?s right. And another example of why he won, despite all shady schemes of establishment Democrats. This poor girl, Cecilia probably was too trusting?sadly she ran into the kind of ?not the best? Mexicans Trump had warned us about. R.I.P. And those two criminal illegal scumbags?simple deportation isn?t enough in their case. How about we return them to Mexico from a height of 10,000 feet?..","https://www.facebook.com/Secured.Borders/posts/958387407595853"
"1820","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-06","11:05:00","GMT-0500","2095","Facebook","The mainstream media outlets are really going overboard trashing Trump. Liberal moguls like Soros spend no expense to fuel this hate even further. But the people have had enough of mass media's lies. We don't believe this crap anymore! We are more concerned with what Killary did than with what Trump said. Hillary Clinton has made it clear that she supports and will expand President Obama?s immigration policies. And it seems even the harm these policies already had brought to the America as a nation didn't bother her at all. These policies are by now well known: executive amnesty for millions of illegal immigrants (and eventual citizenship); the end (for practical purposes) of border-visa enforcement; large increases in low-skilled immigration (through ?comprehensive immigration reform?); and increased numbers of un-vetted Syrian refugees and young Central American immigrants. Such policy is literally an extermination of America as we know it. We can't allow it, for our sake, for our children's sake! Do you agree?","https://www.facebook.com/Secured.Borders/posts/915851611849433"
"1821","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-01","21:05:05","GMT-0400","2094","Facebook","Yes. There's damn too many illegal aliens in the US today. Have you recently been at Walmart? The signs in Walmart are in every language but English. WTF?? The idea that a bunch of greedy, aggressive, uneducated, unskilled, non-English speaking foreigners benefits our nation is ridiculous. In fact, when you compare cost vs. benefit, it is obvious that illegals are not only NOT a necessity, they are not even an asset. Rather, they are a liability and a huge one at that. They bring their home country's problems into our ouwn, and the result is sh*tty for EVERYONE except criminals, corrupt politicians and lobbyists.","https://www.facebook.com/Secured.Borders/posts/913206492113945"
"1822","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-11","18:05:28","GMT-0400","2087","Facebook","I'm so sick and tired by the way our own Government treat us Americans as 2nd class citizens, while illegals receive benefits and handouts! This is not an immigration. It is an invasion, and we were turned into a nation of victims! It seems like Americans today are the prisoners of their own government, and that's outrageous! Crime level is off the charts, all thanks to criminal invaders. How much longer we'll tolerate this? I don't want just sit and wait until some illegal alien stab me to death over 10 bucks! Every day it all more and more looks like a nightmare, but when we'll finally wake up??...","https://www.facebook.com/Secured.Borders/posts/896711110430150"
"1823","Secured Borders","Facebook.Com/Secured.Borders","0","2017-04-08","20:05:12","GMT-0400","2083","Facebook","I really don?t understand this libtarded obsession with the rights of people who shouldn?t be in the country in the first place, while neglecting safety and security of American people. This is unacceptable! I sincerely hope that there are no more successful Terrorist attacks on American soil. But hoping isn?t enough in this case, we need to build the wall, enforce immigration law, deport illegal alien leeches, reinstate & reinforce travel ban and keep all invading scum out of the country! Better save our tax dollars for Americans than waste welfare money on possible terrorist!","https://www.facebook.com/Secured.Borders/posts/1055259724575287"
"1824","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-26","14:40:57","GMT-0500","2065","Facebook","As she continues to be a positive, wonderful First Lady, the ""TOLERANT"" Left mocking her accent, trying to degrade her because Melania is an IMMIGRANT and a devoted Christian. These morons even calling her a ""whore"". And don't forget how ""FAIR"" the mainstream media is with her! But all their stupid attacks only making me respect and admire her more.","https://www.facebook.com/Secured.Borders/posts/1016205691814024"
"1825","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-02","16:07:02","GMT-0400","2061","Facebook","Hillary Clinton?s so called proposal of immigration reform is a disgusting, traitorous scam. If she'll become POTUS (hopefully that will not happen judging by the polls but still), her effort would put illegal immigrants in a far better position than American military veterans. Hillary Clinton?s amnesty plan will give jobs, benefits and Social Security to millions of people here illegally at taxpayer expense and many of these people are treated better than our veterans are treated. I REALLY hope that is not going to happen! She's guilty of treason and should be in prison! Our veterans deserve to be treated with utmost care and respect!","https://www.facebook.com/Secured.Borders/posts/913711762063418"
"1826","Secured Borders","Facebook.Com/Secured.Borders","0","2017-01-20","16:05:01","GMT-0500","2060","Facebook","As long as there are poverty-stricken, hungry, homeless Americans, no illegal immigrants should receive state or federal benefits. U.S. citizens should come first!","https://www.facebook.com/Secured.Borders/posts/986051038162823"
"1827","Secured Borders","Facebook.Com/Secured.Borders","0","2017-03-20","17:05:48","GMT-0400","2057","Facebook","MUSLIM MEN IN MICHIGAN ARE ALLOWED TO CLAIM UP TO 4 WIVES WHILE ON WELFARE The state of Michigan has a large and growing Muslim community. The city of Dearborn or ?Dearbornistan? has a large Muslim population, but instead of encouraging Muslims to assimilate, it has even begun implementing aspects of Sharia law. Sharia law is a rigid code of laws based on and guided by the Islamic faith. It generally views women as property, allowing a Muslim man to ?own? multiple wives. Muslim men in Michigan are allowed to claim up to 4 wives while on welfare. This is an outrage! American taxpayers money is spent on this??? Especially considering polygamy is illegal in the U.S.! - Video by Conservative Tribune","https://www.facebook.com/Secured.Borders/posts/1035650759869517"
"1828","Secured Borders","Facebook.Com/Secured.Borders","0","2017-03-10","17:00:00","GMT-0500","2053","Facebook","We need to deport the millions of illegal immigrants who shamelessly demand that we take care of the foreign people that refuse to take care about themselves. Well, I think the solution of this problem is in encouraging of mass self-deportations that occur as soon as Trump cuts off the govt benefits, throws some high profile employers in prison complete with enough fines to bankrupt them, and the rest will get the hint! The taking America back has begun. Keep deporting & stop importing!","https://www.facebook.com/Secured.Borders/posts/1026078257493434"
"1829","Secured Borders","Facebook.Com/Secured.Borders","134631","2017-06-04","15:00:16","GMT-0400","2048","Facebook","Once again in the wake of #LondonAttacks we remind ourselves of the traitorous hag we nearly elected president. A pro-Islam, pro-Sharia, pro-open-borders, pro-illegal, pro-traitorous-b*tch-ready-to-sell-everything-for-a-generous-donation-to-clinton-foundation, Hillary Clinton is very much like Angela Merkel and London?s Muslim mayor Sadiq Khan. If elected, she had planned to open U.S. border for criminals and terrorists disguised as ?refugees?. And all these UK terror attacks could?ve been us?","https://www.facebook.com/Secured.Borders/posts/1114324072002185"
"1830","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-17","09:05:00","GMT-0500","2046","Facebook","I want my country back. They can call me xenophobe or racist or fascist I don?t care anymore ? I just want all these 20 (or 30??) million of illegals to vacate America and never go back! They are CRIMINALS and they don?t belong here!","https://www.facebook.com/Secured.Borders/posts/1008798112554782"
"1831","Secured Borders","Facebook.Com/Secured.Borders","0","2016-12-28","19:56:36","GMT-0500","2043","Facebook","There's a definite liberal-democratic double standard when it comes to race and politics. An ugly thing, to be sure, and it comes in many variations - the mythical 'white privilege', 'white supremacism', 'islamophobia', 'xenophobia', and many others - all aimed at making 'whites' feeling guilty and exploit that guilt to benefit some 'oppressed minority'. Fueled by immigration and high rates of birth, racial and ethnic minorities are now growing more rapidly in numbers than whites, yet still they demand special treatment and constantly complain of 'racism' and 'discrimination'. As conservative author Thomas Sowell said, ""The word 'racism' is like ketchup. It can be put on practically anything - and demanding evidence makes you a 'racist.'""""""","https://www.facebook.com/Secured.Borders/posts/967430976691496"
"1832","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-19","11:35:38","GMT-0400","2025","Facebook","Once a thief always a thief, isn?t it? Well, I think the rule may be applied to some crooked politicians as well. As it turns out, early in her tenure as Secretary of State, Hillary Clinton ordered her staffs to remove lamps and furniture from the State Department which were transported to her residence in Washington, D.C. Wait a sec. The woman is worth hundreds of millions of dollars and she can't buy her own doggone lamps?! Something is seriously wrong with her! She steals just for the sake of stealing not because she is some homeless hungry person who steals food in order to stay alive. Then there's MASSIVE squandering of budget money. I'm talking not just about lamps now, but also about $6 billion wasted in ?contract mismanagement? ? evidently a fraud that happened under her as Secretary of State. And of course, Hillary is using illegal aliens and dead people to steal more votes, just like Obama did before her. This woman is a crook. A sociopath. A heartless, cold b*tch. America better wake up before it?s too late. We?ve had more than enough traitors and crooks in the White House already! Don't you agree?","https://www.facebook.com/Secured.Borders/posts/902747289826532"
"1833","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-25","17:15:58","GMT-0500","2007","Facebook","America loses itself as a nation. We gradually surrender our heritage, culture, history, our language in order to accommodate newcomers . We surrendered our borders. Current federal policies bleed us taxpayers dry in order to sustain ever-growing demands of ?welfare state?. We?ve had enough of this. We want our country back! It is outrageous that today our Govt valuing illegals above lawful immigrants and US citizens! We need to build the wall, kick the invaders out and keep them at bay, enforce the rule of law, and make sure that Donald Trump will be our President because he's our only chance to accomplish these goals! Do you agree?","https://www.facebook.com/Secured.Borders/posts/933221216779139"
"1834","Secured Borders","Facebook.Com/Secured.Borders","0","2016-12-07","15:14:03","GMT-0500","2005","Facebook","Unlike vast majority of aliens we encounter in here, E.T. learned English pretty fast upon his arrival, and wanted to go home as soon as possible... But different aliens have different intentions. Mostly illegal aliens only want America's accomplishments and money, they don't want to work for them, they just want to take giving nothing in return. So I think it's only fair to cut off these illegals from any handouts and benefits. I'm sure that will make illegals just as homesick as ET! Let's hope there will be more aliens like ET who care to learn English, who were respectful and who were interested in helping locals!","https://www.facebook.com/Secured.Borders/posts/947565355344725"
"1835","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-18","16:47:55","GMT-0500","2004","Facebook","I don't mind legal immigration, moreover I respect people who patiently went through legal immigration process. Legal immigrants should've been be encouraged & supported, while illegal aliens should be arrested & deported. U.S. citizenship is a privilege, not an entitlement!","https://www.facebook.com/Secured.Borders/posts/1010450189056241"
"1836","Secured Borders","Facebook.Com/Secured.Borders","0","2016-12-14","13:05:00","GMT-0500","2000","Facebook","Corrupt illegal-loving, criminal-harboring Mayors of sanctuary cities announced to their citizens that they will do all they can to protect their illegal residents from the coming deportation threatened by President-elect Donald Trump. These mayors obviously have no problem with the fact that by not complying with federal law to protect illegal immigrants, sanctuary cities are providing easy places to hide for criminals and terrorists. I?d like to address these mayors ? you folks are such an embarrassment. Moreover, you?re an accomplices to criminal illegals . With these stupid policies of yours you hurt people of your cities, at the same time helping murderers and drug-sellers to thrive. These mayors should be jailed if they defy federal order when Trump enters office. Or at least, iIf an illegal in a sanctuary city commits a crime after being released from custody without notifying ICE, charge the mayor as an accessory. Convict one mayor as an accessory to murder and they might change their mind. Shame it?s not that simple to convict these bastards for real. In any case, sanctuary cities are evil and harmful places. It?s best to cut off these harbors for criminals from federal aid, or shut them down altogether and deport all residential illegals for good. Do you agree?","https://www.facebook.com/Secured.Borders/posts/954621801305747"
"1837","Secured Borders","Facebook.Com/Secured.Borders","0","2016-12-12","19:10:09","GMT-0500","1997","Facebook","Obama has greatly expanded programs to aid illegal immigrants. Illegals were given amnesty, legal presence, permanent residence, welfare and medical care... Such policy is a welcome mat that is drawing hundreds of thousands more of them into the country. Something has to be done, otherwise the endless influx of illegals will be impossible to control! BP Agents severely understaffed, moreover, even if they were appropriate in numbers, they couldn't possibly control the vast expanse of the border and nearby regions without proper separation barrier. WE NEED THE WALL! AND WE NEED IT ASAP! It will save us a lot of money in the long run. Immigrants who are illegally in the U.S. collectively contribute nearly $12 billion each year to state and local tax coffers. At the same time, illegal immigration costs U.S. taxpayers about $113 billion a year at the federal, state and local level. So you see that illegals take from our country at least 10 times more than they contribute! We can afford the wall. But we cannot afford the enormous costs of supporting illegals in this country. Do you agree?","https://www.facebook.com/Secured.Borders/posts/952447341523193"
"1838","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-29","10:11:19","GMT-0400","1993","Facebook","Despite what liberals and globalists think, America is not a welfare program for the rest of the world! We do not want immigrants coming here raiding the tax payers? pockets. We do not need immigration outside of special circumstances when we have 94 million out of the labor force and jobs leaving our shores because of terrible trade deals! We're not responsible for failures of foreign governments and countries! United States was founded to be the land of the free, not the land of the freeloaders!! Enough is enough! Like if you agree & share your thoughts on the matter!","https://www.facebook.com/Secured.Borders/posts/910492072385387"
"1839","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-12","18:05:01","GMT-0500","1992","Facebook","We must take care of our own first. We owe foreign invaders nothing. We owe our veterans everything.","https://www.facebook.com/Secured.Borders/posts/1005623912872202"
"1840","Secured Borders","Facebook.Com/Secured.Borders","0","2017-01-10","17:05:01","GMT-0500","1990","Facebook","Yep. And just like that, every statement liberals claim on the account of illegal immigration, is easily destroyed by LOGIC and COMMON SENSE.","https://www.facebook.com/Secured.Borders/posts/979167628851164"
"1841","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-24","13:05:00","GMT-0500 ","1987","Facebook","Brilliant artwork by Jon McNaughton – “Liberalism Is A Disease”. Indeed, the set of harmful socialist-inspired ideas called for some reason “liberal” is as dangerous as Ebola virus or something like it. Dozens of celebrities who have taken the ""brave"" stand of saying they will leave the country if Trump wins. Good riddance I say, especially if they all isolate themselves on some remote island and stay there – in a restricted liberal quarantine zone!","https://www.facebook.com/Secured.Borders/posts/932060000228594"
"1842","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-27","19:05:06","GMT-0500","1982","Facebook","It takes a special kind of stupid to claim ?I?m an illegal but not a criminal?. Unlawful Crossing of US border is a violation of our nation?s laws. So yeah. Illegal Immigration is a Crime. Each year the Border Patrol apprehends hundreds of thousands of aliens who flagrantly violate our nation's laws by unlawfully crossing U.S. borders. Such illegal entry is a misdemeanor, and, if repeated after being deported, becomes punishable as a felony. Immigrants who are illegally in the U.S. collectively contribute nearly $12 billion each year to state and local tax coffers. At the same time, illegal immigration costs U.S. taxpayers about $113 billion a year at the federal, state and local level. If we do the math, we?ll see that illegals take from our country at least 10 times more than they contribute. What part of this illegal immigrants cannot understand? We don't want more freeloaders here. If you come into the country illegally, it means you hold no respect for the law of the land. So don?t expect us to respect you.","https://www.facebook.com/Secured.Borders/posts/935742229860371"
"1843","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-08","13:05:00","GMT-0400","1975","Facebook","Does anyone really think for a nanosecond that this limp excuse of a president would ever take action against ISIS? What? You?re saying his preferable kind of action is funding and arming ISIS along with their extremist colleagues like Al-Nusra?..Damn, Obama?s administration really a mess!! But we will not let these terrorist scumbags win! ISIS must be destroyed, and for this we need a strong and loyal leader, not a lawyer but negotiator. Not a puppet commanded by corrupt establishment but an independent thinker. What do you think?","https://www.facebook.com/Secured.Borders/posts/893982847369643"
"1844","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-05","21:45:00","GMT-0400","1962","Facebook","Donald Trump has taken a strong stance on China, but that hasn?t stopped thousands of Chinese Americans from rallying around the Trump banner. These guys are very conservative, there?s no undocumented democrats among them ? Chinese Americans went through long process of legal citizenship. And they totally support Trump?s wall proposition! Chinese say that wall will work. And they know what they?re talking about, because they managed to construct the greatest wall ever. A bit of history. Around 221 B.C Emperor Qin Shi Huang ordered construction of the Great Wall as a single system of fortifications along the northern border that would extend for more than 10,000 li (a li is about one-third of a mile), to defend Chinese Empire against incursions by nomads. And it worked! Interesting detail: During construction of the Great Wall, the labor force that built the wall was made up largely of convicts. So in our modern times, it could be illegal alien criminals! Chinese always were practical people. And so today, millennia after its construction, the Great Wall remains a powerful symbol of the country?s enduring strength. I wish we had something similar here in America.","https://www.facebook.com/Secured.Borders/posts/892585647509363"
"1845","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-02","21:05:00","GMT-0400","1960","Facebook","I support true immigration reform, not another amnesty but the enforcement of current immigration law and necessary improvements in border security (increased manpower, interior enforcement, better training for agents etc).. Border security is vital for our nation's safety. Current situation is dire and the price we forced to pay is too high.","https://www.facebook.com/Secured.Borders/posts/913852268716034"
"1846","Secured Borders","Facebook.Com/Secured.Borders","0","2016-09-17","10:00:15","GMT-0400","1956","Facebook","Hillary Clinton needs is a twofaced, lying traitor and everyone needs to know that her place is behing bars not in white house.","https://www.facebook.com/Secured.Borders/posts/878246365609958"
"1847","Secured Borders","Facebook.Com/Secured.Borders","0","2017-01-23","18:05:13","GMT-0500","1950","Facebook","Liberals claim illegal immigrants help our economy grow. But that couldn?t be further from the truth. Illegal immigration causes an enormous drain on public funds. Under Obama?s administration U.S. admitted about 1 million illegals each year. Such massive influx of illegal aliens puts a strain on our economy, schools and hospitals and even poses serious national security threats. The taxes paid by immigrants do not cover the cost of services received by them. They take away our jobs, because greedy employers hire them over American citizens! If these ?undocumented immigrants? can help economy grow, they should return to their home countries and make themselves useful there! We don?t want them here. Illegals should vacate America, no excuses!","https://www.facebook.com/Secured.Borders/posts/988569157911011"
"1848","Secured Borders","Facebook.Com/Secured.Borders","0","2017-03-14","19:00:01","GMT-0400","1948","Facebook","So the bottom line is: there?s no need in further explanation...either you come into this country legally and wait in line OR you get booted out of here... real simple. There's nothing 'racist' about it. No nation should have to justify enforcing its own laws!","https://www.facebook.com/Secured.Borders/posts/1029812987119961"
"1849","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-12","17:05:01","GMT-0500","1946","Facebook","Those who hold no respect for our laws and borders, those who don?t respect this country and its people, those who refuse to accept American values & assimilate?IMHO those individuals do not deserve the American Dream, and neither do their children. If you don?t care for America, if you here only for its benefits, then you should leave the country!","https://www.facebook.com/Secured.Borders/posts/1005630356204891"
"1850","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-23","18:39:47","GMT-0500","1945","Facebook","MEXICO'S IMMIGRATION LAW VS U.S. What do you think? Under Mexican law, illegal immigration is a felony. The General Law on Population says, “A penalty of up to two years in prison and a fine of three hundred to five thousand pesos will be imposed on the foreigner who enters the country illegally.” (Article 123)May 8, 2006 Additionally: 1. There is NO special bilingual programs in the schools. 2. All ballots are in Spanish. 3. All government business is conducted in Spanish. 4. Non-residents do NOT have the right to vote no matter how long they in Mexico. 5. Non-citizens can NEVER hold political office. 6. Foreigners cannot be a burden to the taxpayers. No welfare, no food stamps, no health care, or any other government assistance programs. Any who are a burden face consequence. 7. Foreigners may have NO protests; NO demonstrations, NO waving of a foreign flag, no political organizing, NO bad-mouthing our president or his policies. Has the U.S. been to ""giving"" to foreign countries only to have it thrown back in our faces? Should we continue to care monetarily for illegal immigrants of countries that do not return the favor? Mexico punishes illegal immigrants, the U.S. gives them free medical and educates them even if they do NOT pay taxes!!","https://www.facebook.com/Secured.Borders/posts/1014065518694708"
"1851","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-10","13:05:43","GMT-0500","1944","Facebook","Florida Republican lawmakers have introduced legislation SB 786 and HB 697 that will target ?sanctuary? cities and counties, along with the elected officials that support them, that don?t cooperate with federal enforcement of immigration law. The bills seek to ban ?sanctuary policies? in Florida and create fines and penalties for state agencies, local governments, or law enforcement agencies that use these policies and don?t comply with federal immigration law. ?The one thing that everybody should know in our country is: We can?t choose which laws we?ll obey or which laws we don?t obey,? said lawmakers. I support all efforts to return the rule of law, and I heartily approve the efforts of Florida lawmakers. Sanctuary cities and their corrupt mayors harbor criminals and openly defy the federal law.It's about time to pass a proper legislation against sanctuary cities! I hope these bills will pass! We have millions of illegals the left say have committed no crime. But that's not true. They in this country illegally = already they've committed the crime. Millions of them have fake social security cards and that is fraud so millions have committed fraud. These entitled criminals who act as though we are the law breakers must be brought down several notches!","https://www.facebook.com/Secured.Borders/posts/1004154976352429"
"1852","Secured Borders","Facebook.Com/Secured.Borders","0","2016-10-22","16:05:06","GMT-0400","1942","Facebook","Maybe it's not very politically correct but damn, it could really help to solve a lot of problems! Immigrant birthrate is really high and we just cannot afford to feed them and their children! Do you agree?","https://www.facebook.com/Secured.Borders/posts/905311626236765"
"1853","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-21","19:49:16","GMT-0500","1932","Facebook","At least 1 million of illegals crossed the border during the course of this year. Disturbing news isn?t it? And most of all, if this huge crowd of illegals supposedly helping our economy grow, as Obama and Hillary claim, why the US debt only increasing, why our wages keep dropping? Something doesn't add up here, don't you think? I can't wait when Obama's traitorous regime will be finally over. Trump already working on the undoing of Obama's policies, and that is a huge relief!","https://www.facebook.com/Secured.Borders/posts/929214417179819"
"1854","Secured Borders","Facebook.Com/Secured.Borders","0","2016-12-22","18:05:01","GMT-0500","1922","Facebook","Chinese people know a thing or two about building the border walls - after all they have thousand years of experience! They confirm that border wall will work against invaders, and I believe them.","https://www.facebook.com/Secured.Borders/posts/962914627143131"
"1855","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-23","12:05:01","GMT-0500","1910","Facebook","Hillary Clinton! You are as despicable individual as your partner in crime Barry Obama, both of you are traitors who hold no respect for this country! Well, I do not see any reason to respect you in turn and I would like to tell you: Go to hell Hillary. You?re a pathetic sore loser and nothing is going to change that! I hope soon you will be indicted and jailed for good! Wish you all the worst!! NoPardon!","https://www.facebook.com/Secured.Borders/posts/930833220351272"
"1856","Secured Borders","Facebook.Com/Secured.Borders","0","2017-03-17","14:27:30","GMT-0400","1900","Facebook","It's simple: follow the law and you'll have no problem.","https://www.facebook.com/Secured.Borders/posts/1032500493517877"
"1857","Secured Borders","Facebook.Com/Secured.Borders","0","2017-02-12","12:37:43","GMT-0500","1891","Facebook","Weird times! Court decides one unelected judge has more authority to rule on the crucial matters of national security than elected President?? You gotta be kidding me! 9th Circuit should?ve change their name to 9 Circus years ago? Still, it?s disturbing to even think what consequences our nation might bear because of the STUPID and moronic decision of #JudgeRobart . The federal judge is supposed to enforce and implement the Constitution, not make up rules as he goes along. This is not a joke; safety of American people is at stake here! Countries listed as ?Terrorist states? in #MuslimBan, don?t even need to wage an ?official? war on us. Who need that if you can just move freely throughout the country, unvetted and uncontrolled! I bet these ?asylum seekers? will infiltrate the U.S. using the same forged Syrian passports so often used by ISIS jihadists while in Europe. Legalized invasion. That's what this ruling is.","https://www.facebook.com/Secured.Borders/posts/1005494062885187"
"1858","Secured Borders","Facebook.Com/Secured.Borders","0","2017-04-14","21:45:53","GMT-0400","1884","Facebook","Illegal aliens make up about 7% of the U.S. population. Yet they commit 39% of all murders. That's how they're thankful we let them into our country. I say enough is enough. We don't need this scum here. They should all came back to where they came from.","https://www.facebook.com/Secured.Borders/posts/1061927960575130"
"1859","Secured Borders","Facebook.Com/Secured.Borders","0","2016-11-18","19:04:28","GMT-0500","1883","Facebook","What the hell is going on? Why Obama in Germany while this absurd sh*t happening on our streets? This has nothing to do with democracy, it is high treason! Do you agree?","https://www.facebook.com/Secured.Borders/posts/926493650785229"
"1860","Secured Borders","Facebook.Com/Secured.Borders","0","2016-12-07","17:15:00","GMT-0500","1882","Facebook","Illegal immigration causes substantial harm to American citizens and legal immigrants. taxes paid by immigrants do not cover the cost of services received by them. We cannot provide high quality education, health care, and retirement security for our own people if we continue to bring in endless numbers of uneducated, immigrants. Add to that ever increasing violent crime rate - illegals commit crime at a much higher rate than American citizens. What kind of morals should we apply to criminal aliens who crossing the border and then continue to break our laws? The only option that comes to mind is 'eye for an eye'. But the problem is - if you accidentally sneeze in the general direction of illegal alien, they call you xenophobic racist and most likely charge you with hate crime. So maybe it makes sense to remind Trump he was going to take action on the border security as soon as he takes office. WE NEED OUR BORDERS SECURE. WE NEED THE WALL! AND WE NEED IT ASAP! Otherwise this tsunami of illegals will be impossible to control! Do you agree?","https://www.facebook.com/Secured.Borders/posts/947591402008787"
